Plant,Posting Date,Work Center,,Machine Number,Grade,Material,,MFG Part Number,Order,Employee Number,Shifts,Order Count,"Operation 
Count","Confirmed
Qty","Scrap
Actual","Setup 
Plan","Machining
Plan","Machining
Actual","Labor 
Plan","Labor
Actual","Activity 4
Actual","Activity 4
Plan","Activity 5
Actual","Activity 5
Plan","Activity 6
Actual","Activity 6
Plan"
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WS25PT,5579395,NEGATIVE INSERT ROUGHING,#,115179225,64891,2,1,1,288,13,0.5,0.66,0.92,,0.78,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KC5010,1871035,SCREW ON LF LIGHT FINISHING INSERT,#,115187518,21044,1,1,1,"1,100",15,0.42,3.68,2.68,,1.92,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KC5025,2425818,SCREW ON LF LIGHT FINISHING INSERT,#,115187519,21044,1,1,1,330,24,0.42,1.17,0.92,,0.8,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KC730,1161970,SCREW ON LF LIGHT FINISHING INSERT,#,115187514,21044,2,1,1,560,13,0.5,1.26,2.1,,1.95,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCU10,3769403,SCREW ON FP LIGHT FINISHING INSERT,#,115186864,63508,3,1,1,704,23,0.5,1.45,5.5,,5.5,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCU25,3769465,SCREW ON FP LIGHT FINISHING INSERT,#,115187516,63508,3,1,1,"1,056",40,0.5,2.19,5.43,,5.43,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCU25,3769465,SCREW ON FP LIGHT FINISHING INSERT,#,115187517,21044,1,1,1,546,4,0.5,1.1,2.45,,1.87,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCU25,3769465,SCREW ON FP LIGHT FINISHING INSERT,#,115187517,63508,1,1,1,510,4,0.5,1.03,1,,1,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,TN20P,4166576,POSITIVE INSERT,#,115190925,64891,2,1,1,560,7,0.5,1.3,1.25,,0.87,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,K25P,4165716,POSITIVE INSERT,#,115190873,64863,3,1,1,585,12,0.5,1.37,1.12,,1.12,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP10,3768939,SCREW ON FP LIGHT FINISHING INSERT,#,115195677,63877,3,1,1,340,21,0.5,0.72,2.87,,2.87,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP10,3769024,SCREW ON FP LIGHT FINISHING INSERT,#,115186809,63877,3,1,1,300,21,0.5,0.64,3.98,,3.98,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25,3769103,SCREW ON FP LIGHT FINISHING INSERT,#,115195678,21269,1,1,1,870,8,0.5,1.76,3.38,,3.38,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25,3769103,SCREW ON FP LIGHT FINISHING INSERT,#,115195678,63877,1,1,1,150,18,0.5,0.34,0.32,,0.32,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25,3769174,SCREW ON FP LIGHT FINISHING INSERT,#,115196049,21269,2,1,1,"1,040",22,0.5,2.23,2.58,,2.58,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25,3769174,SCREW ON FP LIGHT FINISHING INSERT,#,115196050,21269,2,1,1,510,5,0.5,1.08,1.02,,1.02,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25,3769174,SCREW ON FP LIGHT FINISHING INSERT,#,115196050,64863,2,1,1,470,,0.5,0.99,2.13,,2.13,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCK15B,5402932,KENLOC MR MEDIUM ROUGHING INSERT,#,115196018,20648,2,1,1,"1,140",16,0.5,2.31,4.28,,2.22,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCP05,3748368,KENLOC FF FINE FINISHING INSERT,#,115187478,20648,1,1,1,264,2,0.5,0.53,0.93,,0.82,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCP05,3748368,KENLOC FF FINE FINISHING INSERT,#,115187478,63928,1,1,1,880,21,0.5,1.8,0.97,,0.97,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,KCP25B,5402931,KENLOC MR MEDIUM ROUGHING INSERT,#,115196017,20648,1,1,1,285,17,0.5,0.6,3.25,,2.67,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,KT315,1608944,KENLOC FF FINE FINISHING INSERT,#,115187477,63928,3,1,1,572,30,0.5,1.2,1.87,,1.87,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS25PT,5095164,NEGATIVE INSERTS,#,114927559,64863,2,1,1,470,15,0.5,0.97,1.68,,1.68,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50696,WP25CT,4170522,NEGATIVE INSERT GEO UR,#,115179224,64891,2,1,1,,,0.5,,0.02,,0.02,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC5010,1803023,SCREW ON FW FINISHING WIPER INSERT,#,115195892,63877,3,1,1,"1,230",53,0.5,2.57,0.15,,0.15,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC5010,1803023,SCREW ON FW FINISHING WIPER INSERT,#,115195893,63877,3,1,1,"1,230",37,0.5,2.53,0.27,,0.27,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP25B,5387587,SCREW ON MP MEDIUM POSITIVE INSERT,#,114993713,20648,1,1,1,910,23,0.5,1.96,2.62,,1.8,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP25B,5387587,SCREW ON MP MEDIUM POSITIVE INSERT,#,114993714,20648,2,1,1,380,4,0.5,0.81,1.15,,1.15,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP25B,5387587,SCREW ON MP MEDIUM POSITIVE INSERT,#,114993714,65083,2,1,1,540,5,0.5,1.15,1.9,,1.9,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP25B,5387587,SCREW ON MP MEDIUM POSITIVE INSERT,#,115190932,20648,2,1,1,910,8,0.5,1.93,2.62,,1.33,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCU10,5362754,SCREW ON MP MEDIUM POSITIVE INSERT,#,115186742,20648,1,1,1,690,20,0.5,1.42,2.32,,1.65,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCU10,3744975,SCREW ON MP MEDIUM POSITIVE INSERT,#,115186599,21269,1,1,1,830,110,0.5,1.88,4.92,,4.92,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCU10,3769290,SCREW ON FP LIGHT FINISHING INSERT,#,115190833,21269,2,1,1,"1,150",18,0.5,2.34,0.05,,0.05,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KT315,1869964,SCREW ON LF LIGHT FINISHING INSERT,#,115187334,65083,2,1,1,"1,180",22,0.42,3.97,1.95,,1.95,,,,,,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,WP25CT,4170217,POSITIVE INSERT GEO MP,#,115186598,63877,3,1,1,960,64,0.5,2.05,0.78,,0.78,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCK20,3744957,SCREW ON MP MEDIUM POSITIVE INSERT,#,115199257,63858,3,1,1,680,41,0.5,1.66,0.17,,0.17,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCM25,3744923,SCREW ON MP MEDIUM POSITIVE INSERT,#,115199258,63858,3,1,1,340,28,0.5,0.85,3.82,,3.82,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,KT315,1869981,SCREW ON LF LIGHT FINISHING INSERT,#,115106535,20986,2,1,1,,44,0.5,0.08,0.67,,0.67,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,KT315,1869981,SCREW ON LF LIGHT FINISHING INSERT,#,115106535,63858,2,1,1,35,11,0.5,0.08,1.13,,1.13,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,KC730,1159648,KENLOC CHIP CONTROL INSERT,#,115199615,20986,1,1,1,730,27,0.5,1.74,5.82,,5.82,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,KC850,1160303,KENLOC CHIP CONTROL INSERT,#,115199614,63858,3,1,1,"1,210",58,0.5,1.52,0.05,,0.05,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCU10,4045169,KENLOC MP MEDIUM POSITIVE INSERT,#,115187522,20986,2,1,1,290,12,0.5,1.24,1.75,,1.75,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WS10PT,5095165,NEGATIVE INSERTS,#,115034384,64891,3,1,1,520,8,0.5,1.06,1.47,,1.47,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WS10PT,5095165,NEGATIVE INSERTS,#,115034385,64891,3,1,1,520,14,0.5,1.07,1.72,,1.7,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WS10PT,5095165,NEGATIVE INSERTS,#,115034386,64891,3,1,1,520,9,0.5,1.06,2.82,,2.82,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WS10PT,5095165,NEGATIVE INSERTS,#,115183060,21361,1,1,1,"1,120",34,0.5,2.31,0.02,,0.02,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WS10PT,5095165,NEGATIVE INSERTS,#,115183061,21361,2,1,1,"1,120",21,0.5,2.28,0.65,,0.65,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WS25PT,5095166,NEGATIVE INSERTS,#,115095154,21361,3,1,1,500,13,0.5,1.03,2,,2,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WS25PT,5095166,NEGATIVE INSERTS,#,115095154,64891,3,1,1,200,4,0.5,0.41,,,,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KC5025,2277900,SCREW ON LF LIGHT FINISHING INSERT,#,115187515,64891,3,1,1,"1,100",39,0.42,3.76,,,,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCM15,3769130,SCREW ON FP LIGHT FINISHING INSERT,#,115196047,21361,2,1,1,925,22,0.5,1.89,4.03,,4.03,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCM15,3769130,SCREW ON FP LIGHT FINISHING INSERT,#,115196048,21361,2,1,1,700,11,0.5,1.42,,,,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCM15,3769130,SCREW ON FP LIGHT FINISHING INSERT,#,115196048,64891,2,1,1,215,3,0.5,0.44,0.02,,0.02,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCU25,3769464,SCREW ON FP LIGHT FINISHING INSERT,#,115218341,21361,1,1,1,750,30,0.5,1.56,5.07,,5.07,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KT315,1870037,SCREW ON LF LIGHT FINISHING INSERT,#,115187513,64891,3,1,1,430,12,0.5,0.97,0.02,,,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,TN10P,4166575,POSITIVE INSERT,#,115218340,64891,3,1,1,280,17,0.5,0.68,,,,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC850,1162377,SCREW ON LF LIGHT FINISHING INSERT,#,115195914,64863,3,1,1,"1,100",,0.5,1.87,2.83,,2.83,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC850,1162377,SCREW ON LF LIGHT FINISHING INSERT,#,115195915,21242,1,1,1,200,,0.5,0.34,1.27,,1.27,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC850,1162377,SCREW ON LF LIGHT FINISHING INSERT,#,115195915,64863,1,1,1,800,13,0.5,1.38,1.08,,1.08,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP10,3744946,SCREW ON MP MEDIUM POSITIVE INSERT,#,115166829,21242,1,1,1,850,273,0.5,2.25,4.9,,4.9,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25,3744895,SCREW ON MP MEDIUM POSITIVE INSERT,#,115048289,21242,2,1,1,820,16,0.5,1.67,1.73,,1.73,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25,3744895,SCREW ON MP MEDIUM POSITIVE INSERT,#,115166828,21242,2,1,1,300,4,0.5,0.61,1,,1,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25,3744895,SCREW ON MP MEDIUM POSITIVE INSERT,#,115166828,64863,2,1,1,520,11,0.5,1.06,2.92,,2.92,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095163,NEGATIVE INSERTS,#,115101996,61301,2,1,1,435,15,0.5,0.9,0.13,,0.13,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS25PT,5095164,NEGATIVE INSERTS,#,114927560,64863,3,1,1,470,,0.5,0.94,1.4,,1.4,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS25PT,5095164,NEGATIVE INSERTS,#,114927561,64863,3,1,1,470,32,0.5,1,1.57,,1.57,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS25PT,5095164,NEGATIVE INSERTS,#,114985164,61301,1,1,1,288,4,0.5,0.58,1.43,,1.43,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS25PT,5095164,NEGATIVE INSERTS,#,114985164,64863,1,1,1,288,,0.5,0.58,,,,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS25PT,5095164,NEGATIVE INSERTS,#,114985165,61301,1,1,1,576,9,0.5,1.17,1.67,,1.67,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS25PT,5095164,NEGATIVE INSERTS,#,114985166,61301,1,1,1,576,6,0.5,1.16,1.62,,1.62,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS25PT,5095164,NEGATIVE INSERTS,#,115118648,61301,1,1,1,"1,152",9,0.5,2.32,2.67,,2.67,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCM25,3744936,SCREW ON MP MEDIUM POSITIVE INSERT,#,115034097,65083,3,1,1,670,8,0.5,1.42,1.07,,1.07,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCM25,3744936,SCREW ON MP MEDIUM POSITIVE INSERT,#,115146964,65083,3,1,1,760,17,0.5,1.63,1.37,,1.37,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP25B,5387587,SCREW ON MP MEDIUM POSITIVE INSERT,#,115086945,65083,3,1,1,"1,140",12,0.5,2.42,1.68,,1.68,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCS10,3787503,SCREW ON INSERT MP GEOMETRY,#,115187497,61301,2,1,1,400,56,0.5,1.28,2.92,,2.92,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCS10,3787503,SCREW ON INSERT MP GEOMETRY,#,115187497,65083,2,1,1,670,6,0.5,1.89,1.92,,1.92,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCU10,3744980,SCREW ON MP MEDIUM POSITIVE INSERT,#,115187467,61301,1,1,1,"1,050",21,0.5,2.14,0.85,,0.85,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCU10,3769353,SCREW ON FP LIGHT FINISHING INSERT,#,115186759,61301,2,1,1,340,34,0.5,0.75,0.57,,0.57,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,WS10PT,5095163,NEGATIVE INSERTS,#,115101996,64863,2,1,1,717,6,0.5,1.45,0.9,,0.9,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1870992,SCREW ON LF LIGHT FINISHING INSERT,#,115187462,65083,3,1,1,"1,000",20,0.5,2.04,2.23,,2.23,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC730,1161914,SCREW ON LF LIGHT FINISHING INSERT,#,115187463,65083,3,1,1,880,10,0.5,1.78,1.18,,1.18,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC850,1162367,SCREW ON LF LIGHT FINISHING INSERT,#,115190864,21242,1,1,1,380,14,0.5,0.79,0.72,,0.72,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC935,1161494,SCREW ON LF LIGHT FINISHING INSERT,#,115190863,65083,3,1,1,380,11,0.5,0.78,0.42,,0.42,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCP25B,5537376,SCREW ON FP LIGHT FINISHING INSERT,#,115195673,65083,2,1,1,460,11,0.5,0.94,2.27,,2.27,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCU25,3769415,SCREW ON FP LIGHT FINISHING INSERT,#,115190835,21242,2,1,1,860,16,0.5,1.75,1.93,,1.93,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,WK20CT,4170032,POSITIVE INSERT GEO FP,#,115195672,21242,2,1,1,300,16,0.5,0.63,0.3,,0.3,,,,,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,#,KC9225,1864550,TOP NOTCH PROFILING INSERT,#,115190934,#,1,1,1,341,,0.5,0.72,0.72,,,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,K20K,4165799,POSITIVE INSERT,#,115195964,20986,1,1,1,"1,018",8,0.5,2.36,3,,3,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,K20K,4165799,POSITIVE INSERT,#,115195965,20986,2,1,1,"1,020",9,0.5,2.37,0.43,,0.43,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCP05,4074749,SCREW ON LF LIGHT FINISHING INSERT,#,115086018,63858,3,1,1,"1,011",22,0.42,1.96,0.05,,0.05,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,TN20K,4166400,POSITIVE INSERT,#,115146919,20986,1,1,1,300,16,0.5,0.73,1.53,,1.53,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,TN20K,4166400,POSITIVE INSERT,#,115146919,63858,1,1,1,240,13,0.5,0.58,1.8,,1.8,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCK15,3752041,SCREW ON MF MEDIUM FINISHING INSERT,#,115195968,20986,1,1,1,340,18,0.5,0.82,1.12,,1.12,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCK20,3755544,SCREW ON MF MEDIUM FINISHING INSERT,#,115195969,20986,1,1,1,"1,080",6,0.5,2.5,1.77,,1.77,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCK20B,5639705,SCREW ON MF MEDIUM FINISHING INSERT,#,115195970,20986,2,1,1,560,20,0.5,1.16,1.07,,1.07,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP10,3749455,SCREW ON MF MEDIUM FINISHING INSERT,#,115195967,63858,3,1,1,"1,127",56,0.5,2.72,0.13,,0.13,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCU25,4121719,KENLOC MS MEDIUM SHARP INSERT,#,115170891,20986,2,1,1,210,13,0.5,0.51,0.02,,0.02,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCU25,4121719,KENLOC MS MEDIUM SHARP INSERT,#,115170891,21227,2,1,1,350,5,0.5,0.82,,,,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WK05CT,4171677,NEGATIVE INSERT GEO ML,#,115183064,63928,2,1,1,700,8,0.5,1.42,2.35,,2.35,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WM25CT,4172407,NEGATIVE INSERT GEO UM,#,115179267,21361,1,1,1,172,9,0.5,0.42,2.82,,2.82,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WM25CT,4172407,NEGATIVE INSERT GEO UM,#,115179267,64891,1,1,1,800,24,0.5,1.9,3.48,,3.48,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,WS10PT,5578359,NEGATIVE INSERT GEO UM,#,115170484,64891,3,1,1,20,15,0.5,0.08,,,,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCU10,3482532,SCREW ON FP LIGHT FINISHING INSERT,#,115078467,21361,1,1,1,663,61,0.5,1.45,2.52,,2.52,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCU10,3482532,SCREW ON FP LIGHT FINISHING INSERT,#,115078467,64891,1,1,1,,37,0.5,0.07,,,,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCU10,3482532,SCREW ON FP LIGHT FINISHING INSERT,#,115078468,21361,2,1,1,663,20,0.5,1.37,3.83,,3.83,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,WP25CT,4170295,POSITIVE INSERT GEO FP,#,115106099,21361,2,1,1,775,33,0.5,1.62,2.52,,2.52,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,WP25CT,4170295,POSITIVE INSERT GEO FP,#,115178858,63928,3,1,1,750,8,0.5,1.52,2.32,,2.32,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC5010,1802567,SCREW ON MW MEDIUM WIPER INSERT,#,115187468,63877,3,1,1,990,22,0.5,2.94,0.38,,0.38,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC5010,1871172,SCREW ON UF ULTRA-FINE FINISHING INSERT,#,115187475,21242,2,1,1,820,16,0.5,1.42,0.52,,0.52,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095163,NEGATIVE INSERTS,#,115101997,64863,3,1,1,"1,152",8,0.5,2.32,6.23,,6.23,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095163,NEGATIVE INSERTS,#,115101998,61301,1,1,1,782,7,0.5,1.58,1.78,,1.78,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095163,NEGATIVE INSERTS,#,115101998,64863,1,1,1,370,4,0.5,0.75,1.88,,1.88,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095163,NEGATIVE INSERTS,#,115101999,61301,1,1,1,"1,152",8,0.5,2.32,4.23,,4.23,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5095163,NEGATIVE INSERTS,#,115102000,61301,2,1,1,"1,152",7,0.5,2.32,1.93,,1.93,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC5010,1871171,SCREW ON UF ULTRA-FINE FINISHING INSERT,#,115098580,65083,3,1,1,"1,100",22,0.5,1.91,0.27,,0.27,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCM35,3760410,SCREW ON MF MEDIUM FINISHING INSERT,#,115095124,63877,3,1,1,"1,210",24,0.5,2.84,0.98,,0.98,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP10,3749306,SCREW ON UF ULTRA-FINE FINISHING INSERT,#,115106170,65083,3,1,1,350,15,0.42,0.69,0.93,,0.93,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP10B,5537444,SCREW ON UF ULTRA-FINE FINISHING INSERT,#,115095109,61301,1,1,1,300,4,0.5,0.7,1.57,,1.57,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCU10,4050632,K-LOCK INSERT,#,115162944,61301,2,1,1,300,445,0.5,2.24,2.47,,2.47,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,5586945,SP DCMX070204LF LIGHT FINISHING INSERT,#,115218008,65083,3,1,1,20,9,0.5,0.05,1.7,,1.7,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,5586945,SP DCMX070204LF LIGHT FINISHING INSERT,#,115218009,65083,3,1,1,130,5,0.5,0.23,0.67,,0.67,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5025,2425779,SCREW ON LF LIGHT FINISHING INSERT,#,115187461,21242,2,1,1,181,8,0.42,0.62,0.58,,0.58,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5025,2425779,SCREW ON LF LIGHT FINISHING INSERT,#,115187461,63877,2,1,1,979,18,0.42,3.29,3.58,,3.58,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCP25B,5538891,SCREW ON FP LIGHT FINISHING INSERT,#,115186810,21242,1,1,1,300,14,0.5,0.63,0.38,,0.38,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCU10,3769395,SCREW ON FP LIGHT FINISHING INSERT,#,115218335,65083,3,1,1,800,16,0.5,1.63,2,,2,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCU10,3769395,SCREW ON FP LIGHT FINISHING INSERT,#,115218336,65083,3,1,1,800,10,0.5,1.62,2.03,,2.03,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCU25,3769446,SCREW ON FP LIGHT FINISHING INSERT,#,115186811,21242,1,1,1,"1,120",50,0.5,2.34,5.2,,5.2,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCU25,3769446,SCREW ON FP LIGHT FINISHING INSERT,#,115186812,21242,2,1,1,"1,120",41,0.5,2.32,4.25,,4.25,,,,,,
OR01,06.01.2016,PRS3R,3R PRESS OSTERWALDER,#,KCS10,3787506,POSTIVE PROFILE INSERTS MP GEOMETRY,#,115162958,#,1,1,1,363,,0.5,1.02,1.02,,,,,,,,
